Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_LOGRECNO,Geo_TRACT,pop,pop_density,MedH_Inc,NH_ac,pct_NH_ac,num_hh,pct_homeowner,pct_renters,pct_vacant,SE_T003_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_007,SE_T013_008,PCT_SE_T013_002,PCT_SE_T013_003,PCT_SE_T013_004,PCT_SE_T013_005,PCT_SE_T013_007,PCT_SE_T013_008,SE_T017_002,SE_T017_003,SE_T017_004,SE_T017_005,SE_T017_006,SE_T017_007,SE_T017_008,SE_T017_009,PCT_SE_T017_002,PCT_SE_T017_003,PCT_SE_T017_004,PCT_SE_T017_005,PCT_SE_T017_006,PCT_SE_T017_007,PCT_SE_T017_008,PCT_SE_T017_009,SE_T083_001,SE_T093_001,SE_T094_001,SE_T094_002,SE_T094_003,SE_T095_001,SE_T095_002,SE_T095_003,PCT_SE_T095_002
15003008925,14000US15003008925,"Census Tract 89.25, Honolulu County, Hawaii",488,8925,7122,12340.46,91961,487,6.84,1915,61.88,38.12,5.8,0.5771258,770,334,20,4149,123,1239,10.81,4.69,0.28,58.26,1.73,17.4,1605,1167,438,128,310,310,148,162,83.81,60.94,22.87,6.68,16.19,16.19,7.73,8.46,29752,2033,1915,1185,730,2033,1915,118,94.2
15003008926,14000US15003008926,"Census Tract 89.26, Honolulu County, Hawaii",489,8926,1492,1685.631,76103,80,5.36,624,42.31,57.69,6.31,0.8851284,731,157,0,278,11,235,48.99,10.52,0,18.63,0.74,15.75,427,325,102,58,44,197,164,33,68.43,52.08,16.35,9.29,7.05,31.57,26.28,5.29,34342,666,624,264,360,666,624,42,93.69
15003008927,14000US15003008927,"Census Tract 89.27, Honolulu County, Hawaii",490,8927,5288,12363.41,111081,0,0,1734,81.95,18.05,2.58,0.4277136,848,62,0,2522,0,1856,16.04,1.17,0,47.69,0,35.1,1382,1183,199,138,61,352,192,160,79.7,68.22,11.48,7.96,3.52,20.3,11.07,9.23,42957,1780,1734,1421,313,1780,1734,46,97.42
15003008928,14000US15003008928,"Census Tract 89.28, Honolulu County, Hawaii",491,8928,3965,8037.146,122157,54,1.36,1143,87.14,12.86,0,0.4933343,593,52,0,1932,47,1287,14.96,1.31,0,48.73,1.19,32.46,1079,864,215,88,127,64,29,35,94.4,75.59,18.81,7.7,11.11,5.6,2.54,3.06,40117,1143,1143,996,147,1143,1143,0,100
15003008929,14000US15003008929,"Census Tract 89.29, Honolulu County, Hawaii",492,8929,4323,8262.162,69821,111,2.57,1921,67.41,32.59,7.06,0.5232287,493,171,0,2375,19,1154,11.4,3.96,0,54.94,0.44,26.69,976,748,228,82,146,945,532,413,50.81,38.94,11.87,4.27,7.6,49.19,27.69,21.5,39330,2067,1921,1295,626,2067,1921,146,92.94
15003008930,14000US15003008930,"Census Tract 89.30, Honolulu County, Hawaii",493,8930,2280,5685.075,134091,47,2.06,800,82.62,17.38,3.73,0.4010501,413,7,6,1347,5,455,18.11,0.31,0.26,59.08,0.22,19.96,684,600,84,35,49,116,45,71,85.5,75,10.5,4.38,6.12,14.5,5.62,8.88,49938,831,800,661,139,831,800,31,96.27
15003008931,14000US15003008931,"Census Tract 89.31, Honolulu County, Hawaii",494,8931,3453,124.247,161250,81,2.35,819,88.28,11.72,0,27.79141,490,53,14,1763,0,1052,14.19,1.53,0.41,51.06,0,30.47,753,709,44,36,8,66,42,24,91.94,86.57,5.37,4.4,0.98,8.06,5.13,2.93,40070,819,819,723,96,819,819,0,100
15003009000,14000US15003009000,"Census Tract 90, Honolulu County, Hawaii",495,9000,2598,1120.625,61357,139,5.35,860,1.51,98.49,7.73,2.31835,1613,310,7,78,55,396,62.09,11.93,0.27,3,2.12,15.24,759,675,84,11,73,101,34,67,88.26,78.49,9.77,1.28,8.49,11.74,3.95,7.79,22630,932,860,13,847,932,860,72,92.27
15003009100,14000US15003009100,"Census Tract 91, Honolulu County, Hawaii",496,9100,5284,415.1833,65673,195,3.69,1183,63.48,36.52,1.66,12.80628,640,94,0,3162,48,1145,12.11,1.78,0,59.84,0.91,21.67,933,617,316,89,227,250,139,111,78.87,52.16,26.71,7.52,19.19,21.13,11.75,9.38,21463,1203,1183,751,432,1203,1183,20,98.34
15003009200,14000US15003009200,"Census Tract 92, Honolulu County, Hawaii",497,9200,7575,5582.991,73793,687,9.07,2404,66.35,33.65,3.84,1.373132,1254,41,0,3402,80,2111,16.55,0.54,0,44.91,1.06,27.87,1740,1300,440,89,351,664,456,208,72.38,54.08,18.3,3.7,14.6,27.62,18.97,8.65,29529,2500,2404,1595,809,2500,2404,96,96.16
15003009300,14000US15003009300,"Census Tract 93, Honolulu County, Hawaii",498,9300,4794,10424.47,40636,660,13.77,1558,33.18,66.82,2.87,0.481781,703,75,0,1978,34,1344,14.66,1.56,0,41.26,0.71,28.04,959,602,357,150,207,599,284,315,61.55,38.64,22.91,9.63,13.29,38.45,18.23,20.22,25084,1604,1558,517,1041,1604,1558,46,97.13
15003009400,14000US15003009400,"Census Tract 94, Honolulu County, Hawaii",499,9400,5332,11716.11,45635,642,12.04,1716,30.36,69.64,11.23,0.6800565,882,121,18,2107,22,1540,16.54,2.27,0.34,39.52,0.41,28.88,1103,679,424,77,347,613,268,345,64.28,39.57,24.71,4.49,20.22,35.72,15.62,20.1,20927,1933,1716,521,1195,1933,1716,217,88.77
15003009501,14000US15003009501,"Census Tract 95.01, Honolulu County, Hawaii",500,9501,6235,12163.54,50607,321,5.15,1494,0,100,4.84,0.5125974,3416,963,44,127,165,1199,54.79,15.45,0.71,2.04,2.65,19.23,1494,1412,82,24,58,0,0,0,100,94.51,5.49,1.61,3.88,0,0,0,15092,1570,1494,0,1494,1570,1494,76,95.16
15003009502,14000US15003009502,"Census Tract 95.02, Honolulu County, Hawaii",501,9502,4972,8837.263,60288,60,1.21,1259,0,100,8.3,0.5626177,3082,1023,29,173,53,552,61.99,20.58,0.58,3.48,1.07,11.1,1223,1072,151,74,77,36,36,0,97.14,85.15,11.99,5.88,6.12,2.86,2.86,0,16494,1373,1259,0,1259,1373,1259,114,91.7
15003009503,14000US15003009503,"Census Tract 95.03, Honolulu County, Hawaii",502,9503,3952,5642.057,75556,40,1.01,272,0,100,0,0.7004538,2467,604,11,215,218,397,62.42,15.28,0.28,5.44,5.52,10.05,262,233,29,11,18,10,0,10,96.32,85.66,10.66,4.04,6.62,3.68,0,3.68,22831,272,272,0,272,272,272,0,100
15003009504,14000US15003009504,"Census Tract 95.04, Honolulu County, Hawaii",503,9504,1438,4499.457,80250,14,0.97,419,1.43,98.57,9.7,0.3214092,980,124,4,70,12,234,68.15,8.62,0.28,4.87,0.83,16.27,397,359,38,14,24,22,10,12,94.75,85.68,9.07,3.34,5.73,5.25,2.39,2.86,23225,464,419,6,413,464,419,45,90.3
15003009507,14000US15003009507,"Census Tract 95.07, Honolulu County, Hawaii",504,9507,3733,5507.86,47614,137,3.67,791,0,100,11.92,0.6777588,2123,787,13,114,41,518,56.87,21.08,0.35,3.05,1.1,13.88,585,550,35,0,35,206,193,13,73.96,69.53,4.42,0,4.42,26.04,24.4,1.64,19821,898,791,0,791,898,791,107,88.08
15003009603,14000US15003009603,"Census Tract 96.03, Honolulu County, Hawaii",505,9603,9319,3514.394,60486,2915,31.28,2449,55.61,44.39,11.11,3.745837,1507,95,23,1268,90,3421,16.17,1.02,0.25,13.61,0.97,36.71,1897,1371,526,248,278,552,304,248,77.46,55.98,21.48,10.13,11.35,22.54,12.41,10.13,19660,2755,2449,1362,1087,2755,2449,306,88.89
15003009608,14000US15003009608,"Census Tract 96.08, Honolulu County, Hawaii",506,9608,5061,287.7457,65875,2086,41.22,1135,66.43,33.57,10.21,19.79431,369,12,4,469,9,2112,7.29,0.24,0.08,9.27,0.18,41.73,984,595,389,103,286,151,65,86,86.7,52.42,34.27,9.07,25.2,13.3,5.73,7.58,18413,1264,1135,754,381,1264,1135,129,89.79
15003009701,14000US15003009701,"Census Tract 97.01, Honolulu County, Hawaii",507,9701,6417,837.6487,36290,2411,37.57,1622,36.07,63.93,18.29,9.280575,582,74,0,691,7,2652,9.07,1.15,0,10.77,0.11,41.33,1104,520,584,103,481,518,226,292,68.06,32.06,36,6.35,29.65,31.94,13.93,18,14797,1985,1622,585,1037,1985,1622,363,81.71
15003009703,14000US15003009703,"Census Tract 97.03, Honolulu County, Hawaii",508,9703,6657,3445.066,79063,2164,32.51,1539,76.02,23.98,3.81,2.568592,326,5,17,1478,37,2630,4.9,0.08,0.26,22.2,0.56,39.51,1331,911,420,146,274,208,95,113,86.48,59.19,27.29,9.49,17.8,13.52,6.17,7.34,22477,1600,1539,1170,369,1600,1539,61,96.19
15003009704,14000US15003009704,"Census Tract 97.04, Honolulu County, Hawaii",509,9704,3938,1733.675,87708,1227,31.16,760,74.74,25.26,6.75,2.271676,331,3,0,961,22,1394,8.41,0.08,0,24.4,0.56,35.4,617,372,245,87,158,143,95,48,81.18,48.95,32.24,11.45,20.79,18.82,12.5,6.32,24842,815,760,568,192,815,760,55,93.25
15003009801,14000US15003009801,"Census Tract 98.01, Honolulu County, Hawaii",510,9801,2493,118.3104,52321,390,15.64,964,47.1,52.9,35.6,25.71584,1030,107,8,212,14,732,41.32,4.29,0.32,8.5,0.56,29.36,527,304,223,50,173,437,198,239,54.67,31.54,23.13,5.19,17.95,45.33,20.54,24.79,27288,1497,964,454,510,1497,964,533,64.4
15003009802,14000US15003009802,"Census Tract 98.02, Honolulu County, Hawaii",511,9802,7232,7062.084,60817,2829,39.12,1505,39.14,60.86,19.43,3.033806,829,143,0,923,107,2401,11.46,1.98,0,12.76,1.48,33.2,1275,792,483,124,359,230,93,137,84.72,52.62,32.09,8.24,23.85,15.28,6.18,9.1,18003,1868,1505,589,916,1868,1505,363,80.57
15003009902,14000US15003009902,"Census Tract 99.02, Honolulu County, Hawaii",512,9902,3232,2138.624,59556,272,8.42,1007,50.05,49.95,14.52,1.926987,1069,47,32,969,30,813,33.08,1.45,0.99,29.98,0.93,25.15,656,451,205,44,161,351,200,151,65.14,44.79,20.36,4.37,15.99,34.86,19.86,15,24822,1178,1007,504,503,1178,1007,171,85.48
15003009904,14000US15003009904,"Census Tract 99.04, Honolulu County, Hawaii",513,9904,5874,167.4962,74489,236,4.02,1819,57.5,42.5,12.72,38.3104,2465,41,1,1801,76,1254,41.96,0.7,0.02,30.66,1.29,21.35,1222,869,353,90,263,597,263,334,67.18,47.77,19.41,4.95,14.46,32.82,14.46,18.36,31374,2084,1819,1046,773,2084,1819,265,87.28
15003010000,14000US15003010000,"Census Tract 100, Honolulu County, Hawaii",514,10000,3616,49.3213,53750,267,7.38,1248,20.99,79.01,15.04,75.05634,2163,465,0,323,3,395,59.82,12.86,0,8.93,0.08,10.92,1020,927,93,5,88,228,147,81,81.73,74.28,7.45,0.4,7.05,18.27,11.78,6.49,28553,1469,1248,262,986,1469,1248,221,84.96
15003010100,14000US15003010100,"Census Tract 101, Honolulu County, Hawaii",515,10100,7841,259.5769,93293,772,9.85,2238,60.99,39.01,25.77,37.37139,3820,48,0,1039,14,2148,48.72,0.61,0,13.25,0.18,27.39,1669,1339,330,69,261,569,273,296,74.58,59.83,14.75,3.08,11.66,25.42,12.2,13.23,35852,3015,2238,1365,873,3015,2238,777,74.23
15003010201,14000US15003010201,"Census Tract 102.01, Honolulu County, Hawaii",516,10201,5038,196.9949,69148,1014,20.13,1549,51.26,48.74,22.59,28.38073,1544,39,7,544,37,1853,30.65,0.77,0.14,10.8,0.73,36.78,1055,808,247,67,180,494,255,239,68.11,52.16,15.95,4.33,11.62,31.89,16.46,15.43,27116,2001,1549,794,755,2001,1549,452,77.41
15003010202,14000US15003010202,"Census Tract 102.02, Honolulu County, Hawaii",517,10202,7472,580.4678,92305,1878,25.13,1295,51.74,48.26,16.72,15.45816,2197,109,10,808,101,2369,29.4,1.46,0.13,10.81,1.35,31.71,1038,809,229,60,169,257,144,113,80.15,62.47,17.68,4.63,13.05,19.85,11.12,8.73,20413,1555,1295,670,625,1555,1295,260,83.28
15003010303,14000US15003010303,"Census Tract 103.03, Honolulu County, Hawaii",518,10303,4755,295.575,78553,932,19.6,1322,65.28,34.72,5.77,18.25246,875,46,8,1224,27,1643,18.4,0.97,0.17,25.74,0.57,34.55,928,613,315,121,194,394,169,225,70.2,46.37,23.83,9.15,14.67,29.8,12.78,17.02,27153,1403,1322,863,459,1403,1322,81,94.23
15003010305,14000US15003010305,"Census Tract 103.05, Honolulu County, Hawaii",519,10305,4631,2993.247,91838,380,8.21,1321,77.74,22.26,10.2,4.08898,1036,6,0,1365,32,1812,22.37,0.13,0,29.48,0.69,39.13,985,788,197,16,181,336,190,146,74.56,59.65,14.91,1.21,13.7,25.44,14.38,11.05,32108,1471,1321,1027,294,1471,1321,150,89.8
15003010306,14000US15003010306,"Census Tract 103.06, Honolulu County, Hawaii",520,10306,6256,1219.165,113438,239,3.82,2118,83.52,16.48,0,5.202025,1545,55,45,2163,13,2196,24.7,0.88,0.72,34.57,0.21,35.1,1640,1415,225,83,142,478,134,344,77.43,66.81,10.62,3.92,6.7,22.57,6.33,16.24,45354,2118,2118,1769,349,2118,2118,0,100
15003010308,14000US15003010308,"Census Tract 103.08, Honolulu County, Hawaii",521,10308,3382,1025.514,98295,211,6.24,1021,86.68,13.32,0,3.297858,405,0,10,2134,0,622,11.98,0,0.3,63.1,0,18.39,869,643,226,102,124,152,54,98,85.11,62.98,22.14,9.99,12.14,14.89,5.29,9.6,34759,1021,1021,885,136,1021,1021,0,100
15003010503,14000US15003010503,"Census Tract 105.03, Honolulu County, Hawaii",522,10503,1807,3391.86,85500,193,10.68,510,49.22,50.78,8.27,0.5327461,172,50,0,593,13,786,9.52,2.77,0,32.82,0.72,43.5,425,274,151,46,105,85,31,54,83.33,53.73,29.61,9.02,20.59,16.67,6.08,10.59,29781,556,510,251,259,556,510,46,91.73
15003010504,14000US15003010504,"Census Tract 105.04, Honolulu County, Hawaii",523,10504,4801,9809.856,83462,514,10.71,1342,65.95,34.05,7.19,0.6184782,454,68,18,1855,8,1884,9.46,1.42,0.37,38.64,0.17,39.24,1197,913,284,107,177,145,75,70,89.2,68.03,21.16,7.97,13.19,10.8,5.59,5.22,32162,1446,1342,885,457,1446,1342,104,92.81
15003010505,14000US15003010505,"Census Tract 105.05, Honolulu County, Hawaii",524,10505,3162,3960.079,104394,129,4.08,1074,89.48,10.52,2.63,2.15644,766,0,0,1500,18,749,24.23,0,0,47.44,0.57,23.69,922,807,115,17,98,152,68,84,85.85,75.14,10.71,1.58,9.12,14.15,6.33,7.82,43400,1103,1074,961,113,1103,1074,29,97.37
15003010507,14000US15003010507,"Census Tract 105.07, Honolulu County, Hawaii",525,10507,5970,10279.04,74503,809,13.55,1743,55.65,44.35,1.53,0.5807938,1072,19,20,1357,244,2449,17.96,0.32,0.34,22.73,4.09,41.02,1338,867,471,150,321,405,187,218,76.76,49.74,27.02,8.61,18.42,23.24,10.73,12.51,29085,1770,1743,970,773,1770,1743,27,98.47
15003010508,14000US15003010508,"Census Tract 105.08, Honolulu County, Hawaii",526,10508,2737,8821.06,106289,86,3.14,1039,63.23,36.77,7.48,0.6713336,1421,53,0,710,12,455,51.92,1.94,0,25.94,0.44,16.62,708,611,97,21,76,331,166,165,68.14,58.81,9.34,2.02,7.31,31.86,15.98,15.88,44692,1123,1039,657,382,1123,1039,84,92.52
15003010601,14000US15003010601,"Census Tract 106.01, Honolulu County, Hawaii",527,10601,3554,7975.657,78889,163,4.59,1044,75.67,24.33,3.15,0.49681,423,24,0,1391,0,1553,11.9,0.68,0,39.14,0,43.7,754,593,161,27,134,290,142,148,72.22,56.8,15.42,2.59,12.84,27.78,13.6,14.18,27967,1078,1044,790,254,1078,1044,34,96.85
15003010602,14000US15003010602,"Census Tract 106.02, Honolulu County, Hawaii",528,10602,5271,6807.122,104215,236,4.48,1539,77.26,22.74,5.23,0.774336,763,63,8,2199,12,1990,14.48,1.2,0.15,41.72,0.23,37.75,1243,996,247,104,143,296,155,141,80.77,64.72,16.05,6.76,9.29,19.23,10.07,9.16,36068,1624,1539,1189,350,1624,1539,85,94.77
15003010701,14000US15003010701,"Census Tract 107.01, Honolulu County, Hawaii",529,10701,3993,3333.007,105417,46,1.15,1353,74.87,25.13,4.45,1.86938,1621,25,0,1196,0,1105,40.6,0.63,0,29.95,0,27.67,1028,770,258,73,185,325,185,140,75.98,56.91,19.07,5.4,13.67,24.02,13.67,10.35,42672,1416,1353,1013,340,1416,1353,63,95.55
15003010702,14000US15003010702,"Census Tract 107.02, Honolulu County, Hawaii",530,10702,3550,2211.659,80662,127,3.58,1184,68.07,31.93,0,1.60513,574,35,9,1730,10,1065,16.17,0.99,0.25,48.73,0.28,30,831,572,259,48,211,353,128,225,70.19,48.31,21.88,4.05,17.82,29.81,10.81,19,34554,1184,1184,806,378,1184,1184,0,100
15003010801,14000US15003010801,"Census Tract 108.01, Honolulu County, Hawaii",531,10801,3671,1674.726,48909,32,0.87,702,1.42,98.58,5.39,2.954682,2309,256,30,157,330,557,62.9,6.97,0.82,4.28,8.99,15.17,676,641,35,14,21,26,6,20,96.3,91.31,4.99,1.99,2.99,3.7,0.85,2.85,20508,742,702,10,692,742,702,40,94.61
15003010802,14000US15003010802,"Census Tract 108.02, Honolulu County, Hawaii",532,10802,7401,3300.031,55321,6,0.08,1825,0,100,2.61,3.269844,5759,641,21,317,385,272,77.81,8.66,0.28,4.28,5.2,3.68,1665,1551,114,34,80,160,76,84,91.23,84.99,6.25,1.86,4.38,8.77,4.16,4.6,23695,1874,1825,0,1825,1874,1825,49,97.39
15003010901,14000US15003010901,"Census Tract 109.01, Honolulu County, Hawaii",533,10901,2998,2399.687,124406,162,5.4,959,79.04,20.96,6.26,1.24933,1744,0,0,338,0,754,58.17,0,0,11.27,0,25.15,824,624,200,39,161,135,29,106,85.92,65.07,20.86,4.07,16.79,14.08,3.02,11.05,46000,1023,959,758,201,1023,959,64,93.74
15003010903,14000US15003010903,"Census Tract 109.03, Honolulu County, Hawaii",534,10903,4267,13411.19,71034,119,2.79,1382,51.88,48.12,0.79,0.3181671,1443,92,36,971,97,1509,33.82,2.16,0.84,22.76,2.27,35.36,936,648,288,78,210,446,225,221,67.73,46.89,20.84,5.64,15.2,32.27,16.28,15.99,33827,1393,1382,717,665,1393,1382,11,99.21
15003010904,14000US15003010904,"Census Tract 109.04, Honolulu County, Hawaii",535,10904,3290,8823.339,95804,72,2.19,1039,65.54,34.46,5.97,0.3728747,1527,12,0,470,19,1190,46.41,0.36,0,14.29,0.58,36.17,816,576,240,78,162,223,165,58,78.54,55.44,23.1,7.51,15.59,21.46,15.88,5.58,38041,1105,1039,681,358,1105,1039,66,94.03
15003010905,14000US15003010905,"Census Tract 109.05, Honolulu County, Hawaii",536,10905,2568,12129.85,88259,133,5.18,879,52.1,47.9,3.09,0.2117091,934,64,0,582,47,808,36.37,2.49,0,22.66,1.83,31.46,566,392,174,89,85,313,131,182,64.39,44.6,19.8,10.13,9.67,35.61,14.9,20.71,36320,907,879,458,421,907,879,28,96.91
15003011000,14000US15003011000,"Census Tract 110, Honolulu County, Hawaii",537,11000,4201,433.3343,137500,250,5.95,1096,83.67,16.33,5.03,9.694594,1514,66,30,1223,11,1107,36.04,1.57,0.71,29.11,0.26,26.35,888,748,140,21,119,208,44,164,81.02,68.25,12.77,1.92,10.86,18.98,4.01,14.96,41198,1154,1096,917,179,1154,1096,58,94.97
15003011103,14000US15003011103,"Census Tract 111.03, Honolulu County, Hawaii",538,11103,3792,3424.924,114115,97,2.56,1179,82.53,17.47,2.64,1.107178,1093,24,1,1272,34,1271,28.82,0.63,0.03,33.54,0.9,33.52,945,801,144,28,116,234,123,111,80.15,67.94,12.21,2.37,9.84,19.85,10.43,9.41,42506,1211,1179,973,206,1211,1179,32,97.36
15003011104,14000US15003011104,"Census Tract 111.04, Honolulu County, Hawaii",539,11104,4812,7580.388,112944,236,4.9,1470,84.83,15.17,3.86,0.769541,1829,2,0,1162,10,1573,38.01,0.04,0,24.15,0.21,32.69,1251,950,301,89,212,219,134,85,85.1,64.63,20.48,6.05,14.42,14.9,9.12,5.78,40649,1529,1470,1247,223,1529,1470,59,96.14
15003011105,14000US15003011105,"Census Tract 111.05, Honolulu County, Hawaii",540,11105,3437,8186.539,102515,72,2.09,1485,56.5,43.5,3.19,0.4301004,2143,21,15,431,8,747,62.35,0.61,0.44,12.54,0.23,21.73,931,704,227,30,197,554,215,339,62.69,47.41,15.29,2.02,13.27,37.31,14.48,22.83,55862,1534,1485,839,646,1534,1485,49,96.81
15003011106,14000US15003011106,"Census Tract 111.06, Honolulu County, Hawaii",541,11106,5794,3920.97,114603,315,5.44,1826,83.68,16.32,2.41,1.489376,2090,13,9,1596,29,1742,36.07,0.22,0.16,27.55,0.5,30.07,1536,1280,256,28,228,290,177,113,84.12,70.1,14.02,1.53,12.49,15.88,9.69,6.19,46518,1871,1826,1528,298,1871,1826,45,97.59
15003011201,14000US15003011201,"Census Tract 112.01, Honolulu County, Hawaii",542,11201,4634,4894.983,136741,192,4.14,1534,79.07,20.93,9.39,1.423526,3205,0,4,460,9,764,69.16,0,0.09,9.93,0.19,16.49,1190,935,255,120,135,344,106,238,77.57,60.95,16.62,7.82,8.8,22.43,6.91,15.51,69769,1693,1534,1213,321,1693,1534,159,90.61
15003011202,14000US15003011202,"Census Tract 112.02, Honolulu County, Hawaii",543,11202,1521,2964.836,110673,117,7.69,602,67.94,32.06,15.45,1.858299,997,0,0,124,0,283,65.55,0,0,8.15,0,18.61,374,285,89,17,72,228,59,169,62.13,47.34,14.78,2.82,11.96,37.87,9.8,28.07,67388,712,602,409,193,712,602,110,84.55
15003011300,14000US15003011300,"Census Tract 113, Honolulu County, Hawaii",544,11300,6296,1076.546,73472,1100,17.47,1402,62.13,37.87,1.27,5.852166,689,29,0,1176,11,3291,10.94,0.46,0,18.68,0.17,52.27,1232,675,557,185,372,170,104,66,87.87,48.15,39.73,13.2,26.53,12.13,7.42,4.71,22975,1420,1402,871,531,1420,1402,18,98.73
15003011400,14000US15003011400,"Census Tract 114, Honolulu County, Hawaii",545,11400,3907,978.7152,50195,99,2.53,729,3.16,96.84,0,6.605039,2075,516,6,539,93,579,53.11,13.21,0.15,13.8,2.38,14.82,685,625,60,20,40,44,27,17,93.96,85.73,8.23,2.74,5.49,6.04,3.7,2.33,20169,729,729,23,706,729,729,0,100
15003011500,14000US15003011500,"Census Tract 115, Honolulu County, Hawaii",546,11500,8006,4623.853,91667,1476,18.44,2196,75.64,24.36,2.05,1.731457,1080,226,14,1924,48,3238,13.49,2.82,0.17,24.03,0.6,40.44,1708,1305,403,117,286,488,279,209,77.78,59.43,18.35,5.33,13.02,22.22,12.7,9.52,28691,2242,2196,1661,535,2242,2196,46,97.95
15003940001,14000US15003940001,"Census Tract 9400.01, Honolulu County, Hawaii",547,940001,4460,1488.181,76786,1370,30.72,1000,77.3,22.7,8.17,4.814077,452,11,8,257,19,2343,10.13,0.25,0.18,5.76,0.43,52.53,774,483,291,79,212,226,89,137,77.4,48.3,29.1,7.9,21.2,22.6,8.9,13.7,26111,1089,1000,773,227,1089,1000,89,91.83
15003940002,14000US15003940002,"Census Tract 9400.02, Honolulu County, Hawaii",548,940002,7185,1053.058,59674,3705,51.57,1506,74.83,25.17,5.82,8.250679,186,40,0,344,23,2887,2.59,0.56,0,4.79,0.32,40.18,1297,724,573,159,414,209,88,121,86.12,48.07,38.05,10.56,27.49,13.88,5.84,8.03,16857,1599,1506,1127,379,1599,1506,93,94.18
15003980000,14000US15003980000,"Census Tract 9800, Honolulu County, Hawaii",549,980000,0,0,,0,,0,,,,2.809567,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,
15003980200,14000US15003980200,"Census Tract 9802, Honolulu County, Hawaii",550,980200,803,231.9946,,85,10.59,0,,,,4.779369,137,0,0,194,17,370,17.06,0,0,24.16,2.12,46.08,0,0,0,0,0,0,0,0,,,,,,,,,6293,0,0,0,0,0,0,0,
15003980300,14000US15003980300,"Census Tract 9803, Honolulu County, Hawaii",551,980300,0,0,,0,,0,,,,3.211053,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,
15003980600,14000US15003980600,"Census Tract 9806, Honolulu County, Hawaii",552,980600,0,0,,0,,0,,,,11.67197,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,
15003980700,14000US15003980700,"Census Tract 9807, Honolulu County, Hawaii",553,980700,0,0,,0,,0,,,,8.06429,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,
15003980800,14000US15003980800,"Census Tract 9808, Honolulu County, Hawaii",554,980800,0,0,,0,,0,,,,0.7487043,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,
15003981000,14000US15003981000,"Census Tract 9810, Honolulu County, Hawaii",555,981000,0,0,,0,,0,,,,1.36402,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,
15003981100,14000US15003981100,"Census Tract 9811, Honolulu County, Hawaii",556,981100,25,10.83919,,0,0,0,,,,2.509618,24,0,0,0,0,1,96,0,0,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,24640,0,0,0,0,0,0,0,
15003981200,14000US15003981200,"Census Tract 9812, Honolulu County, Hawaii",557,981200,0,0,,0,,0,,,,1026.832,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,
15003981300,14000US15003981300,"Census Tract 9813, Honolulu County, Hawaii",558,981300,0,0,,0,,0,,,,0.4306854,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,
15003981400,14000US15003981400,"Census Tract 9814, Honolulu County, Hawaii",559,981400,4,6.529318,,0,0,4,100,0,0,2.375561,4,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,100,0,100,,4,4,4,0,4,4,0,100
15003990001,14000US15003990001,"Census Tract 9900.01, Honolulu County, Hawaii",560,990001,0,,,0,,0,,,,475.4527,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,
15005031900,14000US15005031900,"Census Tract 319, Kalawao County, Hawaii",561,31900,91,7.588767,65625,28,30.77,55,3.64,96.36,43.88,17.44539,29,0,0,22,2,10,31.87,0,0,24.18,2.2,10.99,13,13,0,0,0,42,26,16,23.64,23.64,0,0,0,76.36,47.27,29.09,45812,98,55,2,53,98,55,43,56.12
15005990000,14000US15005990000,"Census Tract 9900, Kalawao County, Hawaii",562,990000,0,,,0,,0,,,,35.38191,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,
15007040103,14000US15007040103,"Census Tract 401.03, Kauai County, Hawaii",563,40103,5745,128.4214,66833,297,5.17,2014,65.54,34.46,52.05,49.50065,4018,25,2,590,36,777,69.94,0.44,0.03,10.27,0.63,13.52,1365,1189,176,66,110,649,327,322,67.78,59.04,8.74,3.28,5.46,32.22,16.24,15.99,32480,4200,2014,1320,694,4200,2014,2186,47.95
