AREA,PERIMETER,Acres,AreaName,Island,CAR_Rating,zone,CAR_Hawaii,CAR_adjtot,hazard,score,hazard_category,reason,hazard_full
1071.19,6.303,1071.18955284,Lower Kalaheo,Kauai,High,NA,10,65,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
77.51,1.519,77.5098232272,Numila,Kauai,Moderate,NA,30,78,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
515.505,5.359,515.505496099,Eleele,Kauai,Extreme,NA,30,68,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
556.311,5.78,556.310591976,Hanapepe,Kauai,Extreme,NA,30,74,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
105.966,1.596,105.96587149,Kaumakani,Kauai,Extreme,NA,10,73,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
92.299,1.502,92.2988784136,Pakala,Kauai,Extreme,NA,10,73,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
547.779,3.932,547.778883941,Waimea,Kauai,Extreme,NA,30,75,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
851.406,6.993,851.40625912,Kekaha,Kauai,Extreme,NA,30,71,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
1889.779,12.713,1889.77873836,Mana,Kauai,Extreme,NA,30,68,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
1057.642,6.595,1057.64158321,Kokee,Kauai,Extreme,NA,40,75,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
868.175,4.87,868.174607807,Anahola,Kauai,Extreme,NA,40,74,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
745.522,4.935,745.521566464,Upper Kalaheo,Kauai,Moderate,NA,10,59,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
280861.312,220.909,280861.31225,NA,Hawaii Island,Unranked,NA,0,NA,Top_Adv,0,Fire Environment,NA,Topographical Features that adversely affect wildland fire behavior
336301.021,257.957,336301.021447,Hawaii Island Interior,Hawaii Island,Unranked,NA,0,NA,Top_Adv,0,Fire Environment,NA,Topographical Features that adversely affect wildland fire behavior
254155.603,134.159,254155.602723,Hawaii Island Interior,Hawaii Island,Unranked,NA,0,NA,Top_Adv,0,Fire Environment,NA,Topographical Features that adversely affect wildland fire behavior
276963.113,97.9,276963.11342,Hawaii Island Interior,Hawaii Island,Unranked,NA,0,NA,Top_Adv,0,Fire Environment,NA,Topographical Features that adversely affect wildland fire behavior
382697.498,181.73,382697.498334,NA,Hawaii Island,Unranked,NA,0,NA,Top_Adv,0,Fire Environment,NA,Topographical Features that adversely affect wildland fire behavior
3543.359,14.346,3543.35920267,Wainaku/Kaiwiki,Hawaii Island,Very Low,NA,16,49,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
4194.853,11.914,4194.85340413,Papaikou,Hawaii Island,Very Low,NA,16,47,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
1295.669,5.944,1295.66939809,Pepeekeo,Hawaii Island,Very Low,NA,16,44,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
3361.542,12.35,3361.54219863,Captain Cook Mauka,Hawaii Island,Very Low,NA,16,53,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
5687.219,16.901,5687.21873322,Captain Cook Makai,Hawaii Island,Moderate,NA,16,57,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
2649.927,10.125,2649.92659849,Honaunau Makai,Hawaii Island,High,NA,16,62,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
1440.79,6.563,1440.79000789,Honaunau Mauka,Hawaii Island,Very Low,NA,16,53,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
720.292,5.579,720.291823031,Mauna Lani,Hawaii Island,High,NA,40,62,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
1050.819,8.288,1050.81866381,Waikoloa Resort,Hawaii Island,High,NA,40,62,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
3476.435,10.49,3476.4347168,Hualalai/Kukio,Hawaii Island,High,NA,30,62,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
3601.42,11.934,3601.41985447,Kalaoa Makai,Hawaii Island,Extreme,NA,30,68,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
7774.448,14.353,7774.44778873,Kalaoa Mauka,Hawaii Island,Extreme,NA,30,56,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
698.695,4.462,698.694972702,Puu O Hoku,Molokai,High,NA,10,67,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
391.988,4.185,391.987808111,Halawa,Molokai,Moderate,NA,10,63,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
32746.517,46.979,32746.5165914,Molokai Zone 2,Molokai,Unranked,NA,0,NA,Top_Adv,0,Fire Environment,NA,Topographical Features that adversely affect wildland fire behavior
2841.781,11.571,2841.78134957,Kalaupapa,Molokai,High,NA,10,66,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
5211.228,12.59,5211.2280211,Kalae,Molokai,Fair-low,NA,10,61,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
10719.134,18.248,10719.1343067,Hoolehua,Molokai,Extreme,NA,40,73,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
11353.58,21.406,11353.5803582,Kaluakoi,Molokai,Extreme,NA,40,72,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
951.185,4.911,951.185317945,Mauna Loa,Molokai,Extreme,NA,40,70,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
1779.265,7.638,1779.26530691,Kalamaula,Molokai,Extreme,NA,40,74,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
2293.877,10.304,2293.87697112,Kaunakakai,Molokai,Extreme,NA,40,69,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
1996.928,8.583,1996.92836984,Kawela,Molokai,Extreme,NA,40,69,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
5014.477,20.791,5014.47696543,Kamalo,Molokai,Fair-low,NA,30,61,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
143.574,1.955,143.573694807,Kahakuloa,Maui,Extreme,NA,40,75,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
42057.523,41.08,42057.5234757,North Lanai,Lanai,Unranked,NA,0,NA,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
20255.633,31.118,20255.6329185,South Lanai,Lanai,Unranked,NA,0,0,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
829.495,6.077,829.495156629,Manele,Lanai,Moderate,NA,33,66,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
1579.183,6.114,1579.18339031,Lanai City,Lanai,Low,NA,33,60,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
25570.999,26.757,25570.9985164,Lanai Zone 2,Lanai,Unranked,NA,0,NA,Top_Adv,0,Fire Environment,NA,Topographical Features that adversely affect wildland fire behavior
281.633,2.641,281.632624336,Kapapala,Hawaii Island,High,NA,30,64,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
1470.665,5.724,1470.66547424,Wood Valley,Hawaii Island,Low,NA,30,54,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
852.857,4.359,852.857060654,Pahala,Hawaii Island,High,NA,40,64,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
582.889,4.866,582.889349678,Punaluu,Hawaii Island,Extreme,NA,40,68,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
5089.504,13.157,5089.50385901,Naalehu,Hawaii Island,Extreme,NA,30,66,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
2201.273,7.905,2201.27333113,Discovery Harbor,Hawaii Island,Extreme,NA,30,72,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
3637.48,10.562,3637.47976147,Waiohinu,Hawaii Island,Very High,NA,16,64,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
8109.243,18.467,8109.24335036,South Point,Hawaii Island,Extreme,NA,40,70,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
15507.211,19.667,15507.2108122,Hawaiian Ocean View Estates,Hawaii Island,Extreme,NA,16,71,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
9844.796,15.956,9844.79638461,Rancho Estates,Hawaii Island,Extreme,NA,16,69,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
18862.067,30.071,18862.0667233,Honomalino,Hawaii Island,Very High,NA,16,64,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
2510.223,8.42,2510.22339633,Milolii,Hawaii Island,High,NA,16,63,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
17027.057,33.954,17027.0565687,Hookena,Hawaii Island,Extreme,NA,16,62,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
2155.978,8.852,2155.97755552,Kealakekua Makai,Hawaii Island,High,NA,30,62,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
1648.137,7.427,1648.1370431,Kainaliu Makai,Hawaii Island,Moderate,NA,30,61,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
2924.503,9.735,2924.50285737,Keauhou Makai,Hawaii Island,Moderate,NA,30,59,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
15356.859,32.113,15356.8590089,Kailua Kona,Hawaii Island,Very High,NA,40,64,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
6790.796,15.487,6790.79618062,Holualoa,Hawaii Island,Low,NA,16,55,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
3653.027,12.201,3653.02706373,Kaloko Makai,Hawaii Island,Very High,NA,16,65,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
70.179,1.383,70.179015601,Kilauea Military Camp,Hawaii Island,Very High,NA,37,NA,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
4296.811,11.358,4296.810561,Kalapana,Hawaii Island,Very High,NA,30,63,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
5679.871,13.94,5679.87141934,Opihikau-Pohoiki,Hawaii Island,High,NA,30,60,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
712.609,4.256,712.609068898,Blacksands Subdivision,Hawaii Island,Low,NA,30,54,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
1448.418,7.027,1448.41831571,Kahena,Hawaii Island,High,NA,30,58,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
5381.214,12.209,5381.21381624,Leilani Estates,Hawaii Island,Very Low,NA,30,47,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
2152.537,9.483,2152.53699838,Kapoho,Hawaii Island,High,NA,16,61,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
2909.216,8.486,2909.21584636,Nanawale,Hawaii Island,Very Low,NA,16,53,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
4038.17,9.574,4038.16954544,Pahoa,Hawaii Island,Very Low,NA,16,47,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
803.629,5.579,803.629441747,Waa Waa,Hawaii Island,Moderate,NA,30,58,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
2808.181,9.956,2808.18143888,Hawaiian Beaches,Hawaii Island,Very Low,NA,40,50,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
2124.501,7.391,2124.50111635,Makuu,Hawaii Island,Very Low,NA,30,49,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
6547.587,14.474,6547.58661285,Makuu,Hawaii Island,Very Low,NA,0,49,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
10058.224,16.918,10058.2244601,Paradise Park,Hawaii Island,Very Low,NA,30,49,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
3508.596,9.765,3508.59649794,Ainaloa,Hawaii Island,Low,NA,30,54,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
23089.943,30.779,23089.9430338,Kurtistown,Hawaii Island,Very Low,NA,16,49,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
25450.121,27.307,25450.1209659,Mountain View,Hawaii Island,Very Low,NA,16,45,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
28999.701,27.771,28999.7013963,Glenwood,Hawaii Island,Low,NA,16,53,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
7823.198,16.661,7823.19843746,Kulani,Hawaii Island,Low,NA,16,44,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
5192.92,12.143,5192.9204257,Keaau,Hawaii Island,Very Low,NA,16,49,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
14819.96,29.159,14819.9602603,NA,Hawaii Island,Unranked,NA,0,NA,Top_Adv,0,Fire Environment,NA,Topographical Features that adversely affect wildland fire behavior
44244.01,45.079,44244.0103168,Hilo,Hawaii Island,Very Low,NA,16,46,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
292.791,2.715,292.790938382,Puu Waa Waa,Hawaii Island,Extreme,NA,40,72,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
1595.057,6.121,1595.05706298,Puu Anahulu,Hawaii Island,Extreme,NA,40,69,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
1803.559,6.84,1803.559487,Waikoloa Village,Hawaii Island,Very High,NA,40,63,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
3433.605,9.732,3433.60532206,Waikii,Hawaii Island,Very High,NA,40,63,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
257.073,4.279,257.0725116,Wailea Bay,Hawaii Island,Very High,NA,40,71,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
1494.205,7.329,1494.20484271,Hapuna-Mauna Kea,Hawaii Island,Very High,NA,40,65,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
967.723,10.205,967.723393625,Kawaihae,Hawaii Island,Extreme,NA,40,70,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
540.513,4.101,540.513330698,Kohala Estates,Hawaii Island,Extreme,NA,40,67,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
27756.972,36.318,27756.9715499,Hawaii Island Interior,Hawaii Island,Unranked,NA,0,NA,Top_Adv,0,Fire Environment,NA,Topographical Features that adversely affect wildland fire behavior
3422.105,11.459,3422.10480692,Kohala Ranch Mauka,Hawaii Island,Low,NA,40,56,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
7351.016,16.336,7351.0159002,Hawi,Hawaii Island,Low,NA,16,57,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
4485.371,23.484,4485.37142891,NA,Hawaii Island,Unranked,NA,0,NA,Top_Adv,0,Fire Environment,NA,Topographical Features that adversely affect wildland fire behavior
5240.559,16.189,5240.55943543,Kapaau,Hawaii Island,Very Low,NA,16,55,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
3046.654,15.205,3046.6538684,Kawaihae Rd. Subdivisions,Hawaii Island,Extreme,NA,40,66,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
15249.303,24.962,15249.303373,Hawaii Island Interior,Hawaii Island,Unranked,NA,0,NA,Top_Adv,0,Fire Environment,NA,Topographical Features that adversely affect wildland fire behavior
9565.283,19.15,9565.28311793,Waimea East,Hawaii Island,Extreme,NA,40,57,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
1388.047,6.721,1388.04672522,Waimea West,Hawaii Island,Extreme,NA,40,66,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
2173.027,8.127,2173.02671039,Waipio,Hawaii Island,Extreme,NA,16,70,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
3952.132,9.932,3952.13242946,Ahualoa,Hawaii Island,Very Low,NA,16,53,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
2400.098,9.092,2400.0979196,Honokaa,Hawaii Island,Very Low,NA,16,53,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
838.665,4.484,838.664864126,Paauhau,Hawaii Island,High,NA,30,63,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
2232.373,8.242,2232.3729816,Kalopa,Hawaii Island,Moderate,NA,16,58,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
9354.301,16.977,9354.30143088,Paauilo,Hawaii Island,High,NA,30,63,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
1000.159,5.293,1000.15902103,Kukaiau,Hawaii Island,High,NA,30,62,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
462.313,4.693,462.312890002,Ookala,Hawaii Island,Moderate,NA,30,58,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
819.194,4.849,819.194023199,Waipunalei,Hawaii Island,Moderate,NA,30,60,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
6686.939,13.745,6686.93913839,Laupahoehoe,Hawaii Island,Very Low,NA,16,53,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
600.095,4.763,600.094521802,Ninoole,Hawaii Island,Very Low,NA,16,52,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
537.39,4.623,537.390177877,Umauma,Hawaii Island,Very Low,NA,16,52,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
3799.662,10.871,3799.66177157,Hakalau,Hawaii Island,Very Low,NA,16,52,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
461.323,3.766,461.3228721,Honomu,Hawaii Island,Very Low,NA,16,54,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
458.848,3.529,458.847767513,Pohakuloa,Hawaii Island,Extreme,NA,40,68,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
393.424,2.871,393.423722922,Haleopohaku,Hawaii Island,Very High,NA,30,64,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
4406.438,14.722,4406.43796715,Volcano Village,Hawaii Island,Low,NA,16,51,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
6061.1,15.886,6061.0997351,Volcano C.C.,Hawaii Island,High,NA,30,61,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
3524.889,15.926,3524.88940973,Wailua,Molokai,Med-low,NA,30,63,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
317.621,2.905,317.620870041,Waihee,Maui,High,NA,30,61,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
2981.072,9.748,2981.07163259,Kohala Ranch Makai,Hawaii Island,Extreme,NA,40,71,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
526.615,5.328,526.61496929,Puako,Hawaii Island,Extreme,NA,40,71,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
3409.86,11.288,3409.85951862,Kaloko Mauka,Hawaii Island,Low,NA,16,58,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
2837.47,8.49,2837.47046599,Keauhou Mauka,Hawaii Island,Moderate,NA,30,60,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
694.345,4.44,694.344896165,Kainaliu Mauka,Hawaii Island,Low,NA,30,54,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
1339.046,6.071,1339.04581668,Kealakekua Mauka,Hawaii Island,Low,NA,30,56,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
960.909,5.677,960.908634588,Kukuihaele,Hawaii Island,Moderate,NA,16,57,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
1259.308,8.144,1259.30839164,Papa Bay,Hawaii Island,High,NA,16,66,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
592.211,6.552,592.373845969,Makua-Keaau,Oahu,Extreme,Zone 1: Leeward Oahu,40,62,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
2590.451,8.91,2584.80857021,Makaha,Oahu,Extreme,Zone 1: Leeward Oahu,40,61,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
3966.705,11.311,3927.60904128,Waianae,Oahu,Extreme,Zone 1: Leeward Oahu,40,63,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
1989.704,8.774,2001.3091603,Waianae,Oahu,Extreme,Zone 1: Leeward Oahu,40,63,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
3678.518,9.796,3701.1126252,Maili,Oahu,Very High,Zone 1: Leeward Oahu,36,59,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
2732.045,11.252,2736.40720693,Nanakuli,Oahu,Very High,Zone 1: Leeward Oahu,36,59,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
1206.38,6.925,974.251982807,Honokai Hale/Koolina,Oahu,Moderate,Zone 1: Leeward Oahu,18,49,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
1932.816,7.034,2384.0567521,Barbers Point,Oahu,High,Zone 1: Leeward Oahu,30,55,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
5227.825,14.671,5232.67846061,Kapolei,Oahu,High,Zone 1: Leeward Oahu,30,56,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
4079.13,11.35,4554.73961777,Ewa,Oahu,High,Zone 1: Leeward Oahu,30,57,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
208.936,2.504,208.271389332,Honouliuli,Oahu,High,Zone 1: Leeward Oahu,26,54,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
1049.532,7.502,1050.12283674,Makakilo,Oahu,Very High,Zone 1: Leeward Oahu,36,59,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
335.37,3.169,358.073928939,Makakilo,Oahu,Very High,Zone 1: Leeward Oahu,36,59,Top_Adv,3,Fire Environment,"Major feature such as box canyon, ravines, chutes, saddles, transition zones.",Topographical Features that adversely affect wildland fire behavior
71.593,1.35,71.5934665107,Camp 6,Kauai,Extreme,NA,10,74,Top_Adv,0,Fire Environment,NA,Topographical Features that adversely affect wildland fire behavior
0,0,261.988666157,Huleia,Kauai,Moderate,NA,10,62,Top_Adv,0,Fire Environment,NA,Topographical Features that adversely affect wildland fire behavior
0,0,1125.85875808,Rice Ranch,Kauai,Moderate,NA,10,62,Top_Adv,0,Fire Environment,NA,Topographical Features that adversely affect wildland fire behavior
352541.973,252.917,3503.6793977,NA,Oahu,Unranked,non,0,NA,Top_Adv,0,Fire Environment,NA,Topographical Features that adversely affect wildland fire behavior
352541.973,252.917,1913.41655258,NA,Oahu,Unranked,non,0,NA,Top_Adv,0,Fire Environment,NA,Topographical Features that adversely affect wildland fire behavior
352541.973,252.917,2020.98186227,Waipahu,Oahu,Extreme,Zone 1: Leeward Oahu,40,62,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
352541.973,252.917,2461.14948133,Waikele,Oahu,Extreme,Zone 1: Leeward Oahu,40,61,Top_Adv,2,Fire Environment,,Topographical Features that adversely affect wildland fire behavior
352541.973,252.917,5936.14407976,Pearl City,Oahu,Extreme,Zone 2: North and Central Oahu,40,63,Top_Adv,1,Fire Environment,None.,Topographical Features that adversely affect wildland fire behavior
0,0,662.512553435,NA,Oahu,Unranked,non,0,NA,Top_Adv,0,Fire Environment,NA,Topographical Features that adversely affect wildland fire behavior
352541.973,252.917,4345.54396179,NA,Oahu,Unranked,non,0,NA,Top_Adv,0,Fire Environment,NA,Topographical Features that adversely affect wildland fire behavior
