AREA,PERIMETER,Acres,AreaName,Island,CAR_Rating,zone,CAR_Hawaii,CAR_adjtot,hazard,score,hazard_category,reason
140.868,2.189,140.867599944,Old Kahakuloa Village,Maui,High,NA,40,NA,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
333.388,3.748,333.388124635,Kahakuloa Homesteads,Maui,Extreme,NA,40,75,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
699.331,6.679,699.330805536,Camp Maluhia,Maui,High,NA,40,NA,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
367.49,3.23,367.489908925,Waiehu Mauka,Maui,High,NA,30,68,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
1863.142,12.506,1863.14156797,Wailuku,Maui,Extreme,NA,40,67,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
320.134,5.268,320.133578756,Wailuku Heights,Maui,Moderate,NA,19,56,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
246.596,3.789,246.596146579,Waikapu,Maui,Moderate,NA,21,58,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
4806.309,18.651,4806.30857416,Kahului,Maui,Extreme,NA,40,63,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
401.989,5.279,401.989430981,Spreckelsville,Maui,Low,NA,14,56,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
334.851,7.064,334.85059786,Paia,Maui,High,NA,30,62,Com_Plan,2,Fire Protection,"Have voluntary ordinances for fire safe practices. Local officials have an understanding of appropriate wildfire mitigation strategies. Fire department has limited input to fire safe planning and development efforts and limited enforcement.
Residents are mostly compliant."
64.237,1.891,64.2371954766,Kuau,Maui,Low,NA,12,57,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
97.948,2.107,97.9484819635,Hailimaile,Maui,High,NA,30,NA,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
10756.153,23.733,10756.1531142,Haiku,Maui,Low,NA,15,60,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
1246.756,7.671,1246.75565197,Makawao,Maui,Very High,NA,32,62,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
3082.464,14.079,3082.46360011,Huelo,Maui,Low,NA,7,58,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
1146.891,6.686,1146.89070273,Kailua,Maui,Low,NA,7,58,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
745.582,11.016,745.581856389,Keanae,Maui,Low,NA,4,54,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
620.184,5.035,620.18396663,Wailua,Maui,Low,NA,4,55,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
779.625,7.238,779.624810845,Nahiku,Maui,Low,NA,12,61,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
1365.031,7.566,1365.03052774,Kaeleku,Maui,Low,NA,1,52,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
4496.307,15.562,4496.30742656,Hana,Maui,Low,NA,7,55,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
1449.258,8.075,1449.25847157,Hamoa,Maui,Low,NA,1,52,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
1023.663,6.675,1023.66253619,Makaalae,Maui,Low,NA,9,58,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
548.606,4.644,548.605671335,Koali,Maui,Moderate,NA,23,61,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
2926.994,11.616,2926.99410162,Kipahulu,Maui,Extreme,NA,40,67,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
9703.898,17.356,9703.8981983,Kahikinui,Maui,Extreme,NA,40,72,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
1517.531,11.055,1517.53113025,Piiholo,Maui,Very High,NA,36,NA,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
2094.103,9.375,2094.10275761,Olinda,Maui,Very High,NA,36,65,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
1224.695,6.423,1224.69473523,Pukalani,Maui,Very High,NA,32,62,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
1782.893,8.247,1782.8931300900001,Kula,Maui,Moderate,NA,21,55,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
2634.497,11.793,2634.49708687,Lower Kula,Maui,Extreme,NA,40,64,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
1979.473,11.849,1979.47327013,Upper Kula,Maui,High,NA,36,62,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
3407.607,10.359,3407.60704164,Keokea-Waiohuli Hmstds,Maui,Very High,NA,36,63,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
2994.664,10.438,2994.66449781,Kula Hawaiian Hmstds,Maui,Extreme,NA,36,70,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
847.381,7.571,847.380518307,Makena,Maui,High,NA,36,62,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
6103.539,19.925,6103.5387345,Kihei,Maui,Extreme,NA,40,69,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
401.223,3.065,401.223294416,Ulupalakua,Maui,Extreme,NA,40,68,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
4819.731,14.974,4819.73121134,Waiakoa,Maui,Extreme,NA,40,70,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
4366.195,18.656,4366.19505236,Kaupo,Maui,Extreme,NA,40,NA,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
59.679,2,59.6794169859,Puuiki,Maui,Low,NA,11,NA,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
152.153,3.714,152.15263968,Haou,Maui,Low,NA,15,NA,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
9547.671,19.719,9547.67076717,Kanaio,Maui,Extreme,NA,40,NA,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
7072.593,19.772,7072.59313406,Ahihi-Kinai,Maui,High,NA,40,NA,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
186.345,8.837,186.345014554,Ukumehame-Firing Range,Maui,Extreme,NA,40,75,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
152.001,5.978,152.000875767,Olowalu Makai,Maui,Extreme,NA,40,62,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
774.821,6.151,774.821151561,Launiupoko Makai,Maui,Extreme,NA,40,65,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
8.403,0.625,8.40312976059,Olowalu Camp,Maui,Extreme,NA,40,62,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
1903.595,11.506,1903.59478382,Other,Maui,Unranked,NA,0,NA,Com_Plan,0,Fire Protection,NA
179.092,5.338,179.091526193,Kapalua Makai,Maui,Moderate,NA,22,47,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
784.144,6.873,784.143828947,Honolua Golf Course,Maui,Moderate,NA,0,NA,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
1315.631,13.895,1315.63146444,Honokohau,Maui,Moderate,NA,22,NA,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
213.588,3.038,213.587577443,Lahaina N Mauka,Maui,Extreme,NA,40,77,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
62.256,1.676,62.2564978254,Lahaina N Mauka Shops,Maui,Extreme,NA,40,77,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
253.858,3.687,253.857657559,Lahaina C Mauka,Maui,Extreme,NA,40,77,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
355.743,6.427,355.743262087,Lahaina Downtown,Maui,Extreme,NA,40,71,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
16.044,1.146,16.0436985269,Lahaina Elementary,Maui,Extreme,NA,40,71,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
142.695,1.917,142.695133315,Lahaina Water Plant,Maui,High,NA,40,77,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
25.194,1.062,25.1938606258,Lahaina Front St. Residences,Maui,Extreme,NA,40,71,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
158.627,2.297,158.626852158,Kaanapali S,Maui,Extreme,NA,36,63,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
377.064,4.482,377.064430109,Kaanapali Resort Area,Maui,Extreme,NA,36,63,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
78.528,2.951,78.5280272932,Napili Makai,Maui,Moderate,NA,24,60,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
45.487,1.288,45.4869940014,Maui Prep- Napili Mauka,Maui,Moderate,NA,24,NA,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
94.939,1.83,94.9392781512,Kahana Mauka,Maui,Moderate,NA,30,62,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
41.202,1.078,41.2018302214,Kapalani Estates,Maui,High,NA,30,NA,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
84.722,1.713,84.721679069,Mahinahina,Maui,High,NA,36,NA,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
51.423,1.978,51.4230957996,Kapalua Airport,Maui,High,NA,30,47,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
190.048,3.351,190.048289498,Waiehu Makai,Maui,Moderate,NA,30,61,Com_Plan,1,Fire Protection,"County/local laws, zoning ordinances, and codes require use of fire safe residential and subdivision designs.
Fire department actively participates in planning process and enforces ordinances.  Residents are compliant."
182695.735,92.452,182346.470583,Kauai Interior,Kauai,Unranked,NA,0,NA,Com_Plan,0,Fire Protection,NA
271.602,3.85,271.601788009,Lehua,Lehua,Unranked,NA,0,NA,Com_Plan,0,Fire Protection,NA
46044.508,51.915,46044.5081861,Niihau,Niihau,Unranked,NA,0,NA,Com_Plan,0,Fire Protection,NA
352541.973,252.917,212095.141164,Oahu Interior,Oahu,Unranked,non,0,NA,Com_Plan,0,Fire Protection,NA
455.893,4.907,455.893171553,Ford Island,Oahu,Unranked,non,0,NA,Com_Plan,0,Fire Protection,NA
512.154,4.492,512.153582033,Sand Island,Oahu,Unranked,Zone 4: Honolulu,0,NA,Com_Plan,0,Fire Protection,NA
87340.991,121.055,87340.9912951,Molokai Zone 1,Molokai,Unranked,NA,0,NA,Com_Plan,0,Fire Protection,NA
19.726,1.229,19.7262982377,Molokini Atoll,Molokini Atoll,Unranked,NA,0,NA,Com_Plan,0,Fire Protection,NA
28548.177,43.129,28548.1766585,Kahoolawe,Kahoolawe,Unranked,NA,0,NA,Com_Plan,0,Fire Protection,NA
545457.986,194.999,545459.655482,Hawaii Island Zone 3,Hawaii Island,Unranked,NA,0,NA,Com_Plan,0,Fire Protection,NA
63348.567,75.622,63348.5666524,Kauai Zone 1,Kauai,Unranked,NA,0,NA,Com_Plan,0,Fire Protection,NA
16084.131,48.944,16084.1308519,Kauai Zone 2,Kauai,Unranked,NA,0,NA,Com_Plan,0,Fire Protection,NA
39656.516,98.466,40008.0421176,Kauai Zone 3,Kauai,Unranked,NA,0,NA,Com_Plan,0,Fire Protection,NA
16122.243,47.417,16122.2429564,Kauai Zone 4,Kauai,Unranked,NA,0,NA,Com_Plan,0,Fire Protection,NA
154.469,2.416,154.469370772,Haena,Kauai,Low,NA,10,54,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
325.747,4.256,325.747082874,Wainiha,Kauai,Low,NA,10,55,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
582.924,6.54,582.923847372,Lumahai,Kauai,Low,NA,10,54,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
975.175,7.472,975.174924567,Hanalei,Kauai,Very Low,NA,10,49,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
1611.926,7.671,1611.92578088,Princeville,Kauai,Very Low,NA,10,49,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
867.859,5.729,867.85852018800006,Kalihiwai,Kauai,Low,NA,10,54,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
3133.52,10.442,3133.51997964,Kilauea,Kauai,Low,NA,10,57,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
501.169,4.922,501.168694091,Moloaa,Kauai,Extreme,NA,40,70,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
2452.606,9.73,2452.60595568,Papaa,Kauai,Very High,NA,40,67,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
258.263,2.716,258.26305422,Kealia,Kauai,Extreme,NA,40,69,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
2414.227,7.98,2414.22743634,Kapahi,Kauai,High,NA,40,66,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
2611.316,9.274,2611.31554615,Kapaa,Kauai,Extreme,NA,40,70,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
511.745,3.926,511.744671216,Waipouli,Kauai,Extreme,NA,40,70,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
536.209,3.988,536.208611409,Wailua House Lots,Kauai,High,NA,30,65,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
3146.009,14.011,3146.00931411,Wailua Homesteads,Kauai,Moderate,NA,10,62,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
483.471,3.464,483.470527762,Hanamaulu,Kauai,High,NA,30,65,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
4144.004,12.158,4144.00420973,Lihue,Kauai,Extreme,NA,40,70,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
507.635,3.639,507.635470018,Puhi,Kauai,Low,NA,30,58,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
230.736,3.471,230.735663194,Niumalu,Kauai,Very High,NA,30,66,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
1287.549,10.7,1287.54914303,Poipu,Kauai,Extreme,NA,30,68,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
722.412,5.204,722.411999728,Koloa,Kauai,Extreme,NA,30,69,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
655.603,4.746,655.603303148,Omao,Kauai,Low,NA,10,58,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
620.358,4.624,620.35756719,Lawai,Kauai,Low,NA,10,58,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
1071.19,6.303,1071.18955284,Lower Kalaheo,Kauai,High,NA,10,65,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
77.51,1.519,77.5098232272,Numila,Kauai,Moderate,NA,30,78,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
515.505,5.359,515.505496099,Eleele,Kauai,Extreme,NA,30,68,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
556.311,5.78,556.310591976,Hanapepe,Kauai,Extreme,NA,30,74,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
105.966,1.596,105.96587149,Kaumakani,Kauai,Extreme,NA,10,73,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
92.299,1.502,92.2988784136,Pakala,Kauai,Extreme,NA,10,73,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
547.779,3.932,547.778883941,Waimea,Kauai,Extreme,NA,30,75,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
851.406,6.993,851.40625912,Kekaha,Kauai,Extreme,NA,30,71,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
1889.779,12.713,1889.77873836,Mana,Kauai,Extreme,NA,30,68,Com_Plan,3,Fire Protection,"No local codes, laws, or ordinances requiring fire safe building or practices. Community standards for fire safe development and protection are marginal or non-existent.  Little to no effort has been made in assessing and applying measures to reduce wildfire impact.  Ordinances are not enforced and/or residents are not compliant."
